hospital,highest_bill
"and Bell Mcknight, Davis",5326.40
"and Bell Murphy, Harrell",45581.74
"and Bell Perry, Moore",20545.43
"and Bell Roberts, Walters",2046.99
"and Bell Sharp, Meyer",37060.44
"and Bell Sons",39956.31
"and Bell, Martin Johnson",22841.06
"and Bell, Richards Burton",47272.70
"and Beltran Lucas, Lee",21522.49
"and Beltran Sons",19358.57
"and Beltran, Church Arroyo",21376.70
"and Bender Shaffer, Henry",16450.35
"and Bender, Christian Le",45300.59
"and Benitez, Martinez Fry",26723.41
"and Benjamin Jones, Allison",42030.40
"and Bennett Ferguson, Flores",27348.55
"and Bennett Holland Davis,",9447.01
"and Bennett Lee, Moody",36428.88
"and Bennett Sons",28453.47
"and Bennett Walker Johnston,",25284.39
"and Bennett White, Patterson",25938.97
"and Bennett, Campbell Stewart",27397.16
"and Bennett, Davis Rice",20149.16
"and Bennett, Gardner Stone",17118.62
"and Benson Allen Moran,",17411.37
"and Benson Harper, Wallace",3924.35
"and Benson, Patton Conner",38906.98
"and Bentley Farmer, Richardson",2469.43
"and Bentley Hall Johnson,",157.38
"and Bentley Sons",29416.64
"and Benton Sons",24991.79
"and Benton Stewart, Moore",9542.67
"and Berg Molina Dennis,",45637.28
"and Berger Perry, Calhoun",31043.21
"and Berger Terry, Franklin",43999.98
"and Berger, Lopez Williams",18565.78
"and Berger, Ramsey Lopez",26552.09
"and Bernard Miller, Hampton",45934.37
"and Berry, Nguyen Hudson",38831.02
"and Bird Williams Williams,",15529.57
"and Bishop Ellison, Rivera",36616.17
"and Bishop, Cardenas Wong",30216.57
"and Bishop, Johnson Ali",24395.73
"and Black Harris Johnson,",10631.38
"and Black Hernandez, Nichols",8573.00
"and Black Ruiz Lee,",30477.53
"and Black, Heath Winters",1255.89
"and Black, Henson Rhodes",22480.97
"and Black, Lane Drake",18534.94
"and Black, Meza Leach",35092.01
"and Blackburn Huff, Rios",38860.56
"and Blackburn Nielsen, White",31034.07
"and Blackwell Sons",12195.20
"and Blackwell Young, Thompson",20191.25
"and Blackwell, Moore Griffin",7729.06
"and Blair Rodriguez Wise,",7032.99
"and Blair, Bautista Cuevas",47508.82
"and Blair, Powell Kramer",8518.25
"and Blair, Smith Ellis",49856.82
"and Blair, Weiss Brooks",38195.71
"and Blake, Morris Clements",20159.50
"and Blake, Pham Daniel",36315.26
"and Blanchard Miller, Young",23653.12
"and Blanchard Walker, Barrett",9802.10
"and Blankenship Robbins Turner,",9729.33
"and Blevins Graham Wilkins,",15245.73
"and Blevins Reed, Mendoza",45802.56
"and Blevins, Perez Green",17484.13
"and Bond Lamb Ramos,",49208.42
"and Bond Pitts, Becker",24921.05
"and Bond Sons",2656.45
"and Bonilla Ellis Alvarado,",24756.15
"and Booker Hall Gonzalez,",4507.81
"and Boone Hodges, Herring",19735.41
"and Boone Palmer Horne,",32836.63
"and Boone Sons",39382.18
"and Booth Sons",22843.97
"and Bowen Barnett, Mcdonald",47254.05
"and Bowen Mccormick, Johnson",4682.74
"and Bowen, Rhodes Little",42733.35
"and Bowers Harrison Mckay,",20031.07
"and Bowers Morrow Conrad,",33391.96
"and Bowman Ingram Oconnor,",10467.19
"and Bowman Pope Thomas,",36906.53
"and Bowman Yang, Caldwell",24918.82
"and Bowman, Brown White",45604.06
"and Bowman, Ward Meyer",13692.23
"and Boyd Johnson, Mathews",33657.12
"and Boyd Powell, Sims",49700.32
"and Boyd Reed Chavez,",28895.30
"and Boyd Sons",6019.30
"and Boyd Weaver Diaz,",10537.31
"and Boyd West, Jones",39929.27
"and Boyd, Miller Berry",20878.11
"and Boyer Boone, Nelson",44697.10
"and Boyer Freeman Valdez,",28920.78
"and Boyer, Archer Lopez",3241.62
"and Boyle Boyer Lawrence,",14957.53
"and Bradford Becker Harvey,",39645.63
"and Bradley Bartlett Perry,",19958.79
"and Bradley Castaneda Anderson,",10571.17
"and Bradley Lewis, Green",3458.77
"and Bradley Sons",40728.42
"and Bradley Stout, Ramirez",35972.84
"and Bradley Travis Mays,",27013.50
"and Bradley, Bean Coleman",30546.40
"and Bradley, Cruz Strong",30114.39
"and Bradshaw Miller, Hood",7819.99
"and Bradshaw, Herrera Cook",16732.23
"and Bradshaw, Rowe Edwards",30059.93
"and Branch Benson Jones,",24474.46
"and Branch Dawson, Ruiz",42322.02
"and Branch Sons",30589.49
"and Branch, Vazquez Jackson",22289.28
"and Brandt Black, Wolfe",13148.04
"and Braun Clark, Jones",1892.58
"and Braun Sons",33943.86
"and Braun, Jones Glenn",30419.85
"and Bray Callahan, Allen",44439.14
"and Bray Sons",46792.52
"and Bray, Garcia Little",20808.40
"and Brennan Hammond Fisher,",18331.31
"and Brennan Rivera, Mckinney",24688.63
"and Brennan, Saunders Nichols",29110.65
"and Brewer Knight, Ortiz",33659.29
"and Brewer Reynolds, Herrera",42467.53
"and Brewer Sons",34338.86
"and Brewer Thompson, Lloyd",5992.38
"and Brewer, Marshall Nelson",25853.06
"and Briggs Sons",33946.40
"and Briggs, Banks Daniels",6055.94
"and Briggs, Rogers Murillo",14462.17
"and Brock Doyle Cisneros,",25026.29
"and Brock Lam Johnson,",17534.50
"and Brock Villarreal, Sanchez",39138.68
"and Brooks Miles, Rodgers",37562.99
"and Brooks Rodriguez, Howard",4141.99
"and Brooks, Petersen Stanley",10209.21
"and Brooks, Williams Morse",39488.50
"and Brown Ali, Barton",21439.99
"and Brown Anderson, Moyer",14343.35
"and Brown Avila Cruz,",37334.37
"and Brown Bennett Watson,",44396.42
"and Brown Blanchard Greer,",38116.71
"and Brown Burgess, Tran",20191.07
"and Brown Carlson, Mcintosh",38488.18
"and Brown Cobb Alvarez,",33182.70
"and Brown Cohen Jones,",18739.81
"and Brown Cook Rodriguez,",26279.51
"and Brown Davis, Singleton",4115.80
"and Brown Delgado Williams,",47268.07
"and Brown English, Sullivan",16635.41
"and Brown Fields Fisher,",9496.05
"and Brown Figueroa Tucker,",3447.37
"and Brown Fisher Blair,",23372.60
"and Brown Gross, Lewis",7654.40
"and Brown Harper Russo,",30008.27
"and Brown Horn Chambers,",7738.04
"and Brown Hughes, Avery",39341.56
"and Brown Johnson, Jimenez",23868.39
"and Brown Kidd Burch,",8946.73
"and Brown Larson Moyer,",3963.12
"and Brown Lawson, Gardner",9544.83
"and Brown Lee, Holloway",9893.37
"and Brown Martinez Johnson,",47660.95
"and Brown Moss Cannon,",2918.97
"and Brown Oneal, Shah",23067.67
"and Brown Owens, Clark",20910.82
"and Brown Patterson, Galvan",42695.58
"and Brown Pierce Knight,",10667.24
"and Brown Ray Walton,",12093.36
"and Brown Rodriguez Morales,",44430.67
"and Brown Schmidt, Ochoa",23271.26
"and Brown Sellers, Sparks",29332.80
"and Brown Short Nguyen,",3731.08
"and Brown Sons",44252.08
"and Brown Vasquez Long,",26848.32
"and Brown Vazquez Smith,",28344.54
"and Brown Vincent, Osborn",21496.42
"and Brown Walsh Casey,",33940.98
"and Brown White, Howard",4506.62
"and Brown White, Jones",19065.06
"and Brown Wood Montgomery,",29778.14
"and Brown, Buckley Luna",40422.23
"and Brown, Clark Hernandez",45084.13
"and Brown, Escobar Smith",39328.24
"and Brown, Griffin Roberts",7585.65
"and Brown, Hines Ross",12720.97
"and Brown, James Green",35312.30
"and Brown, Johnson Miller",7627.26
"and Brown, Robinson Davis",9974.69
"and Brown, Ruiz Mitchell",43573.92
"and Brown, Sheppard Stewart",48789.82
"and Brown, Vazquez White",45700.81
"and Brown, Wood Andrews",27743.29
"and Browning Davis, Myers",46634.50
"and Browning Merritt, Gonzalez",8777.60
"and Browning Schwartz Brooks,",28172.90
"and Browning, Dawson George",42862.28
"and Bruce Williams, Miller",25721.63
"and Bryan Blackwell, Jackson",5480.57
"and Bryan Davis Vasquez,",15643.93
"and Bryan Wilson, Williams",40614.69
"and Bryant Burton, Perry",39027.01
"and Bryant Howard, Guerrero",29573.25
"and Bryant Sanders Fields,",23489.79
"and Bryant, Butler Webb",30162.12
"and Bryant, Smith Clark",20312.73
"and Buchanan Campbell Malone,",23456.71
"and Buchanan Moreno Pierce,",23201.14
"and Buchanan, Boyd Roberts",38645.41
"and Buck Stevenson, Garrett",26128.44
"and Buckley Davis, Robinson",24470.59
"and Buckley Fernandez Moore,",16621.15
"and Buckley, Brown Curry",10602.41
"and Buckley, Jones Gonzalez",46382.24
"and Bullock Costa Hubbard,",34071.18
"and Bullock Jefferson, Ponce",21308.19
"and Bullock, Cantu Wyatt",38224.89
"and Burch Parker, Garrett",44705.89
"and Burch White, Jackson",17689.76
"and Burgess Bell, Walker",27505.00
"and Burke Clark, Johnson",28478.45
"and Burke Mccoy Joyce,",4695.19
"and Burke Skinner Myers,",12099.79
"and Burke Sons",45608.21
"and Burke Wright, Kennedy",5309.36
"and Burke, Ford Wright",41044.74
"and Burke, Fowler Hoffman",22240.22
"and Burnett Sons",32405.47
"and Burnett, Medina Howard",26415.09
"and Burnett, Medina Townsend",10427.85
"and Burnett, Watson Jordan",13578.90
"and Burns Shields, Elliott",32791.45
"and Burns, Hernandez Edwards",3878.81
"and Burns, Moore Hopkins",45823.34
"and Burton Davenport Shepherd,",23688.84
"and Bush, Allen Mitchell",32169.85
"and Bush, Castillo Williamson",13839.81
"and Butler Cordova, Rodriguez",29048.61
"and Butler Morgan, Burke",20358.61
"and Butler Murray, Gonzales",23063.24
"and Butler Rios, Stark",37596.87
"and Butler Williams, Jennings",30862.28
"and Butler, Henderson Monroe",1497.93
"and Butler, King Morton",26395.44
"and Byrd Carroll, Washington",6459.62
"and Byrd Parsons, Chen",28150.13
"and Byrd, Henderson Jones",33641.05
"and Cabrera Day, Stephens",21820.43
"and Cabrera Kim Mills,",27144.45
"and Cabrera Williams, Delacruz",23656.05
"and Cain Wilcox Smith,",2171.07
"and Cain, Mendoza Gibson",4675.73
"and Cain, Phillips Kane",47358.84
"and Calderon Cooke Bullock,",47636.23
"and Calderon Swanson, Simon",14301.72
"and Calderon, Chavez Rodriguez",9140.79
"and Caldwell Baker Johnson,",49492.21
"and Caldwell, Thompson Saunders",17705.93
"and Calhoun Allen Roberts,",3468.72
"and Callahan Matthews, Mercado",42817.22
"and Camacho Moran, Pace",16453.53
"and Camacho Thomas Malone,",40367.63
"and Cameron Gross Rush,",18358.03
"and Cameron Martinez Moran,",24524.40
"and Cameron Salazar Poole,",27362.44
"and Campbell Barnes Burke,",14597.53
"and Campbell Brown, Jones",4186.70
"and Campbell Cook Wiggins,",47422.92
"and Campbell Foster, Wells",17653.40
"and Campbell Kelly, Cooley",15619.94
"and Campbell Peters, Ewing",7413.63
"and Campbell Scott, Hutchinson",42131.40
"and Campbell Sherman, Torres",4532.62
"and Campbell Sons",36524.38
"and Campbell, Beard Andrews",43300.34
"and Campbell, Norris Stewart",16021.23
"and Campbell, Randolph Williams",41731.41
"and Campbell, Sellers Gutierrez",17449.81
"and Campbell, Smith Taylor",38868.26
"and Campbell, Wiley Cook",41454.68
"and Campos Grimes Taylor,",45908.80
"and Campos Peck Bernard,",22096.93
"and Campos, Crosby Zhang",19431.10
"and Campos, White Reed",17416.88
"and Cannon, Johnson Salazar",13347.30
"and Cantrell Miller, Taylor",24083.24
"and Cantu Jackson, Hunter",43116.45
"and Cantu Jones Williams,",40859.63
"and Cantu, Hunter Wang",34398.03
"and Cardenas George Gonzalez,",37413.85
"and Cardenas Miller, Fisher",48451.45
"and Cardenas Perry Browning,",20950.02
"and Carey Cox Oliver,",2811.38
"and Carey, Griffin Khan",35428.31
"and Carlson Miller, Johnson",8107.52
"and Carlson Rodriguez, Kennedy",35252.11
"and Carlson, Chaney Foster",48006.75
"and Carney Martinez, Johnson",37883.77
"and Carney, Sanchez Morrow",20764.49
"and Carpenter Campbell, Smith",22013.75
"and Carpenter Daniels Brown,",2755.38
"and Carpenter Jones Fisher,",7162.99
"and Carpenter Thomas Leblanc,",48268.96
"and Carpenter Vasquez Leach,",20481.09
"and Carpenter, Hernandez Chang",25500.71
"and Carr Fleming Edwards,",43909.37
"and Carr Mccarthy, Williams",43997.61
"and Carr Walker Stout,",16283.34
"and Carr, Mendoza Bradley",10639.21
"and Carrillo Carroll, Watson",24980.05
"and Carrillo Matthews, Rodriguez",4752.92
"and Carroll Campos, Johnson",35800.90
"and Carroll Hartman, Huang",12647.02
"and Carroll Mckinney Griffin,",47169.74
"and Carroll Miller, White",18629.42
"and Carroll Orr Kelly,",42434.78
"and Carroll Sons",44082.80
"and Carroll, Cox Morales",37069.69
"and Carroll, Sullivan Evans",31823.62
"and Carter Alvarado Cordova,",33254.06
"and Carter Campos, Dixon",29897.83
"and Carter Collier, Martinez",20965.31
"and Carter Davenport Payne,",25655.42
"and Carter Gregory, Porter",46944.08
"and Carter Hughes, Hooper",17955.98
"and Carter Hunter, Thomas",36829.88
"and Carter Little Smith,",5690.18
"and Carter Nolan Bates,",20083.54
"and Carter Sons",24449.43
"and Carter Werner, Mcknight",2866.71
"and Carter, Copeland Santos",38537.29
"and Carter, Mitchell Mendoza",46936.41
"and Case Mccann Davis,",8003.80
"and Case Osborn, Cook",34190.28
"and Case, Macdonald Houston",9585.77
"and Case, West Rodriguez",28182.12
"and Casey Sons",43927.35
"and Castaneda Benson Knox,",37614.86
"and Castaneda Miller Mitchell,",2564.36
"and Castaneda Moon Cooper,",40201.09
"and Castaneda Romero Powell,",13940.66
"and Castaneda, Mccarty Patterson",16518.26
"and Castillo Bell Chavez,",48082.39
"and Castillo Chavez, Hayden",45636.33
"and Castillo Golden Hall,",38308.34
"and Castillo Sons",20852.15
"and Castillo, Gibson Smith",36565.06
"and Castillo, Hale Hart",23670.35
"and Castillo, Mayer Reyes",36535.70
"and Castro Bowman Gonzalez,",43134.02
"and Castro Davis Carter,",49417.41
"and Castro Shannon, Estrada",23394.53
"and Castro, Jones Mendoza",6632.95
"and Cervantes Harper, Thomas",5494.16
"and Cervantes Woodward, Harris",19909.24
"and Cervantes, Ford Weiss",30817.89
"and Cervantes, Rodriguez Lynch",6163.66
"and Chambers Ball, Taylor",2331.92
"and Chambers, Lopez Sloan",25670.31
"and Chan, Thompson Walls",34929.40
"and Chandler Ramos Sweeney,",32791.27
"and Chandler, Conner Miller",26873.01
"and Chandler, Rice Leach",40507.88
"and Chandler, Smith Adkins",46848.98
"and Chaney, Krueger Arellano",28915.98
"and Chang Rollins Perry,",23275.58
"and Chang Serrano Quinn,",35844.59
"and Chang, Franklin Conway",14464.12
"and Chapman Farrell Wallace,",4726.17
"and Chapman Floyd Kelley,",27044.73
"and Chapman Lara Stewart,",1967.87
"and Chapman Payne, Werner",42500.59
"and Chase Mcknight, Campbell",22652.07
"and Chavez Everett, Howard",13107.41
"and Chavez Freeman, Smith",3466.05
"and Chavez Price, Porter",27323.82
"and Chavez Sanders, Gomez",35766.94
"and Chavez Sons",35055.41
"and Chavez Villa Atkins,",48341.22
"and Chavez, Knight Fisher",20443.04
"and Chavez, Martinez Romero",45200.28
"and Chavez, Strickland Martin",23177.41
"and Chen Garrett, Hodges",3375.98
"and Chen Martinez Williams,",30232.25
"and Chen Sons",39196.79
"and Chen, Wells Williams",41418.42
"and Cherry Matthews Garcia,",16230.27
"and Cherry Pham Kramer,",28136.94
"and Choi, Campbell Jackson",6347.75
"and Christensen Clark Johnson,",19915.22
"and Christian Adkins, Wall",30173.29
"and Christian Evans Schwartz,",25814.13
"and Christian Thompson Lewis,",17794.38
"and Chung Garza Rodriguez,",32726.12
"and Chung Lozano, Brown",47398.27
"and Chung, Lucas Lucas",13674.55
"and Church Anderson May,",29897.53
"and Cisneros Jackson, Kelly",6257.39
"and Cisneros Wilson Patton,",29761.79
"and Clark Dunn Sanders,",37104.10
"and Clark Gray Carroll,",21794.56
"and Clark Johnson, Matthews",30108.06
"and Clark Maddox Hamilton,",15586.75
"and Clark Moreno, Nolan",27128.44
"and Clark Murray Watson,",47517.97
"and Clark Preston, Mcdonald",11213.59
"and Clark Rivera, Morgan",7105.16
"and Clark Ruiz Kent,",9879.93
"and Clark Simmons, Ford",493.84
"and Clark Watts, Sanchez",12599.89
"and Clark, Carter Rodriguez",43758.06
"and Clark, Curry Sweeney",24726.04
"and Clark, Frazier Gonzalez",36413.43
"and Clark, Mercado Stark",9661.97
"and Clark, Silva Patterson",45666.52
"and Clark, Sweeney Watkins",4123.16
"and Clay, Martinez Thompson",42845.21
"and Clay, Morton Cunningham",5588.99
"and Clay, Rios Sims",6755.68
"and Clayton Walker, Hamilton",22944.75
"and Cline Willis, Berry",47416.63
"and Cobb, Farmer Hernandez",22624.59
"and Cobb, Russell Jenkins",2471.94
"and Cochran Crawford, Best",32331.12
"and Coffey Sons",8951.53
"and Cohen Fisher, Adams",41494.70
"and Cohen Jones, Barnes",39440.76
"and Cohen Nelson, Davidson",30322.53
"and Cole Fields, Brennan",47655.04
"and Cole Green Moore,",21721.97
"and Cole Montoya Miller,",18324.58
"and Cole Simmons Sanders,",37166.65
"and Cole Sons",25016.10
"and Coleman Ballard, Taylor",13274.98
"and Coleman Elliott Gonzalez,",10304.02
"and Coleman Garrett Johnson,",34107.78
"and Coleman Jones Thomas,",42692.75
"and Coleman Lee, Rivera",28306.41
"and Coleman Pace West,",33656.00
"and Coleman Sons",29300.88
"and Coleman, Guerrero Nguyen",5400.00
"and Coleman, Perry Owen",6333.12
"and Coleman, Ray Ortega",41382.64
"and Collins Mcdaniel Morgan,",37874.62
"and Collins Raymond Rivera,",32223.11
"and Collins Smith Mason,",25998.13
"and Collins Stout Carr,",44437.05
"and Collins, Avery Watson",12571.34
"and Colon Blair Mitchell,",41445.22
"and Colon, Hamilton Hall",45975.06
"and Combs Potter Cooper,",7609.14
"and Compton Macdonald, Duran",14825.28
"and Compton Stein Rose,",22437.08
"and Conley Sons",36555.47
"and Conley, Greene Grant",5851.53
"and Conley, Shields Suarez",25941.64
"and Conner Burke Gibson,",38756.88
"and Conner Shah Ponce,",20794.98
"and Conner Sons",36819.47
"and Conner, Zimmerman Collins",2334.66
"and Conrad Boyd, Burnett",45157.47
"and Conrad Ponce Washington,",31057.96
"and Conrad, Charles Lowery",5409.23
"and Contreras Lewis, Flores",27898.61
"and Contreras Miller Webster,",10107.30
"and Contreras Santiago Fowler,",44188.43
"and Contreras, Harvey Jimenez",6756.57
"and Conway Cruz, Hayes",34734.61
"and Conway George, Huff",7235.19
"and Cook Andrews, Jordan",36852.55
"and Cook Brown Gilmore,",21565.57
"and Cook Case Kim,",9116.38
"and Cook Medina Perkins,",44521.97
"and Cook Riley, Thomas",23976.07
"and Cook Sons",23618.83
"and Cook Thomas Parker,",33391.62
"and Cook Walsh Willis,",37016.10
"and Cook, Elliott Phillips",8921.87
"and Cooper Coleman, Hall",18718.78
"and Cooper Diaz Perez,",47170.86
"and Cooper Dunn Moore,",5242.38
"and Cooper Hunt, White",29447.82
"and Cooper Johnson, Johnston",28449.61
"and Cooper Merritt Fletcher,",37268.84
"and Cooper Miller Brooks,",48625.05
"and Cooper Miller, Moreno",44802.81
"and Cooper Potter, Landry",6649.00
"and Cooper Sons",30750.71
"and Cooper Soto Mccullough,",6364.48
"and Cooper, Flores Barnett",35097.30
"and Copeland Conway Decker,",12193.92
"and Copeland Obrien, Pierce",22196.88
"and Copeland Peterson, Cooper",16320.07
"and Copeland Webster, Thomas",26764.40
"and Copeland, Riley Henderson",10915.40
"and Cordova Klein, Spence",32972.91
"and Cordova Rollins Schmidt,",14714.96
"and Cordova Sons",20361.87
"and Cortez Armstrong, Diaz",8899.06
"and Cortez Hayes Wallace,",23873.38
"and Cortez Sons",18532.37
"and Cortez Williams, Nguyen",9837.91
"and Cox Ibarra Perry,",32827.62
"and Cox Lynch, Mcconnell",8832.19
"and Cox Martin Clark,",23449.81
"and Cox, Lawrence Grimes",19749.87
"and Cox, Ortiz Savage",38597.80
"and Cox, Ward Valencia",33574.83
"and Cox, Yoder Santos",5226.35
"and Craig Carlson Gomez,",25383.43
"and Craig Smith, Jackson",35346.06
"and Craig Sons",39461.29
"and Craig, Cook Dorsey",9071.64
"and Craig, Jones Gomez",41480.33
"and Craig, Moyer Baker",37601.47
"and Craig, Wallace Espinoza",33960.04
"and Crane Sons",20218.91
"and Crawford Frazier, Taylor",46620.35
"and Crawford Garcia, Acevedo",22105.67
"and Crawford Morales White,",7552.54
"and Crawford Sons",22955.05
"and Crawford, Campbell Welch",27559.15
"and Crawford, Davis Riggs",36014.09
"and Crawford, Morgan Ryan",13300.18
"and Crosby Carrillo Johnson,",37107.42
"and Cross Abbott Dixon,",43060.39
"and Cross Roberts Clay,",23312.25
"and Cross Sons",10149.03
"and Cross, Horne Medina",36556.67
"and Cross, Thomas Allen",30935.46
"and Cruz Holt, Smith",45183.71
"and Cruz Malone, Wood",10825.07
"and Cruz Robinson Jones,",23962.83
"and Cruz Robinson, Kelley",4147.27
"and Cruz, Thompson Martinez",21265.31
"and Cruz, Turner Johnson",33725.37
"and Cuevas Johnson, Jackson",4459.30
"and Cummings Clark Levine,",8375.46
"and Cummings Hill Morris,",19527.08
"and Cummings Rowe, Mathews",35819.24
"and Cummings Thompson Weiss,",33108.00
"and Cummings, Davis Pierce",3497.80
"and Cunningham Bailey, Ramirez",18618.96
"and Cunningham Boyd Torres,",30616.46
"and Cunningham Fisher, Montgomery",4566.95
"and Cunningham Martinez, Jones",28480.33
"and Cunningham Norris, Adams",30347.87
"and Cunningham Paul, Rodriguez",38422.62
"and Cunningham, Miller Yates",42739.84
"and Curry Reeves Martinez,",21486.17
"and Curry Sons",35878.99
"and Curtis Jones, Skinner",38759.53
"and Curtis Miranda, Edwards",24340.76
"and Curtis, Robles Adkins",47716.65
"and Dalton Mueller, Lopez",21256.53
"and Dalton Ramirez, Moore",2852.10
